timestamp,name,batch_size,latent_dim,learning_rate,lambda_coord,lambda_desc,lambda_collapse,beta,recon_loss,kl,scaled_kl,total_loss,avg_weighted_f1,avg_euclid_dist,scaled_coord,scaled_desc,scaled_collapse,epochs_run,pca_sil,umap_sil,pairwise_mean,pairwise_std,k_used
2025-02-16 10:22:32,attention_bs64_ld16_adam_lr0.0005_wd0.001_be0.3_co2.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.1,0.3,0.9836184713575576,4.76837158203125e-07,1.430511474609375e-07,0.983618614408705,0.3373175263404846,"[0.7553497221734788, 0.7672850092252096, 0.7836919029553732, 0.7929805384741889, 0.7967705859078301, 0.7952649659580655, 0.8010130723317465, 0.7974914709726969, 0.7986910475624932, 0.8073390126228333, 0.8090555800331963, 0.8048262529902988, 0.80471228228675, 0.8045909470982022, 0.8086237708727518, 0.8053076465924581, 0.8084507915708754, 0.8066318233807882, 0.8095343377855089, 0.8044945465193855, 0.809059394730462, 0.8055074744754367, 0.8067814376619127, 0.8137577639685737, 0.8167497250768874, 0.8164119654231601, 0.8147790829340616, 0.8174886306126913, 0.8204403784539964, 0.8239956564373441, 0.823025279574924, 0.819055868519677, 0.8249779078695509, 0.8111646506521437, 0.8108503090010749, 0.7914529575241936, 0.8170351054933336, 0.8150669799910651, 0.8193493419223361, 0.8039385279019674, 0.8201205664210849, 0.8227183686362373, 0.8111975656615363, 0.8215715487798055, 0.8039226664437188, 0.7913608484798007, 0.7958262628979154, 0.7930980920791626, 0.8025621573130289, 0.8021144602033827]",0.2707381231917275,0.7128802471690707,0.0,50,0.296391,0.40473244,5.580854415893555,1.0453810691833496,5
2025-02-16 10:30:04,attention_bs64_ld16_adam_lr0.0005_wd0.001_be0.5_co2.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.1,0.5,0.988938205771976,1.1622905731201172e-06,5.811452865600586e-07,0.9889387869172626,0.338201493024826,"[0.7253473268614875, 0.7564230428801643, 0.7444228132565817, 0.7560806539323595, 0.7610915104548136, 0.7673133346769545, 0.7786998285187615, 0.7681984040472243, 0.7629005644056532, 0.7664769689242045, 0.7797937658098009, 0.7897154423925612, 0.792724629243215, 0.7841194404496087, 0.7827181484964159, 0.7912525733311971, 0.7917536828253005, 0.7928077644772, 0.7974630528026156, 0.7915564907921685, 0.7946881651878357, 0.797284271981981, 0.7999168965551589, 0.7974753909640842, 0.8100599447886149, 0.8017627927992079, 0.7989756398730807, 0.8016031980514526, 0.8006860944959853, 0.8085251251856486, 0.8076664871639676, 0.8108089168866476, 0.8055090506871542, 0.8107786509725783, 0.8112667798995972, 0.8060700628492568, 0.8054519693056742, 0.8134893311394585, 0.8183485137091743, 0.8121408687697517, 0.8170112238989936, 0.8132161630524529, 0.8148108058505588, 0.8143523136774699, 0.8069131440586514, 0.8163170682059394, 0.8196375899844699, 0.8052049345440335, 0.811708754963345, 0.8130698204040527]",0.2772271500693427,0.7117109232478671,0.0,50,0.3141754269599914,0.3882147967815399,5.554836750030518,1.006292462348938,5
2025-02-16 16:44:14,attention_desc_query_bs64_ld16_adam_lr0.0005_wd0.001_be0.3_co2.0_de0.5_cl0.5_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.5,0.3,1.023288826147715,1.156330108642578e-05,3.468990325927734e-06,1.0232922951380412,0.3339087069034576,"[0.7169541385438707, 0.7463569508658515, 0.7630910078684489, 0.775619109471639, 0.7791602545314364, 0.7819225854343839, 0.7897144026226468, 0.7959211402469211, 0.7956859204504225, 0.7942393554581536, 0.7997236251831055, 0.7920999129613241, 0.790524873468611, 0.7830080853568183, 0.7920647395981683, 0.7985637982686361, 0.7918049097061157, 0.7909226086404588, 0.7954568862915039, 0.7983132070965238, 0.794812798500061, 0.7955964869923062, 0.7918774949179755, 0.7992003560066223, 0.793837308883667, 0.7984742323557535, 0.7926013535923428, 0.7813311616579691, 0.7836832801500956, 0.7855151494344076, 0.7873551183276706, 0.7918236785464816, 0.7904203799035814, 0.7849320835537381, 0.7848181260956658, 0.7903329928716024, 0.7905993461608887, 0.79401253329383, 0.7922342684533861, 0.7778663436571757, 0.793355835808648, 0.7784947885407342, 0.7828601863649156, 0.7800824244817098, 0.7839497460259331, 0.7804217272334628, 0.7844878435134888, 0.791057911184099, 0.7922604017787509, 0.7906870643297831]",0.3241192698478699,0.6991695629225837,0.0,50,0.3290347158908844,0.4060762524604797,5.574784278869629,1.0340644121170044,5
2025-02-16 16:22:11,attention_desc_query_bs64_ld16_adam_lr0.0005_wd0.001_be0.3_co2.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.1,0.3,1.0318334367540147,1.7881393432617188e-06,5.364418029785156e-07,1.0318339731958177,0.3010386824607849,"[0.7628672189182706, 0.7892126705911424, 0.8077702191140916, 0.8153765069113837, 0.8171555995941162, 0.8039191365242004, 0.8241553571489122, 0.8193502757284377, 0.821989549530877, 0.8285346958372328, 0.8273396558231778, 0.8269413312276205, 0.8294611308309767, 0.8300404747327169, 0.8305375046200223, 0.8022653857866923, 0.8087007535828484, 0.7971348232693143, 0.7915276553895738, 0.7911490466859605, 0.792751861943139, 0.7936889992819892, 0.7942514883147346, 0.7963306572702196, 0.7979732619391547, 0.8067487014664544, 0.80603336625629, 0.7983511487642924, 0.8075117998652988, 0.8061208857430352, 0.813641283247206, 0.8073580265045166, 0.8072111474143134, 0.8056996994548373, 0.7947259081734551, 0.7996328671773275, 0.7976805965105692, 0.7983876135614183, 0.7895135018560622, 0.8069739209281074, 0.7984018392033048, 0.8040867116716173, 0.8079893125428094, 0.8051494823561774, 0.8130209909545051, 0.8029812243249681, 0.8054018550448947, 0.8029045926200019, 0.8304964833789401, 0.8275965849558512]",0.320281982421875,0.7115514543321397,0.0,50,0.2963910400867462,0.405005395412445,5.580854415893555,1.0453813076019287,5
2025-02-16 10:37:22,attention_bs64_ld16_adam_lr0.0005_wd0.001_be0.7_co2.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.1,0.7,1.0435390604866877,1.0728836059570312e-06,7.510185241699219e-07,1.043539811505212,0.366119235754013,"[0.753443201382955, 0.7734220292833116, 0.7761967844433255, 0.7873934904734293, 0.7958655953407288, 0.7969476514392428, 0.7956512570381165, 0.7967172132598029, 0.801332069767846, 0.7983953489197625, 0.8036260273721483, 0.8027112550205655, 0.805337044927809, 0.8039236399862502, 0.7997539573245578, 0.8036505646175809, 0.8080438839064704, 0.8082495795355903, 0.8086794879701402, 0.8102923896577623, 0.8064400487475925, 0.8107911083433363, 0.807058698601193, 0.8078899582227071, 0.8019044531716241, 0.8080132603645325, 0.8104558189709982, 0.8103089928627014, 0.8089455962181091, 0.8038799034224616, 0.8089986443519592, 0.8181725011931525, 0.805477672153049, 0.8089821868472629, 0.8136925101280212, 0.8136066198348999, 0.8158471385637919, 0.818774958451589, 0.8232631219757928, 0.8196166422632005, 0.8209098246362474, 0.8181686268912421, 0.8387307524681091, 0.8120269378026327, 0.8060624864366319, 0.8033075663778517, 0.8055327667130364, 0.8038255572319031, 0.8110630181100633, 0.8123721877733866]",0.3136197295453813,0.7299192017979093,0.0,50,0.3144797086715698,0.3906150162220001,5.5722527503967285,0.9992709159851074,5
2025-02-16 16:29:29,attention_desc_query_bs64_ld16_adam_lr0.0005_wd0.001_be0.5_co2.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.1,0.5,1.0538427101241217,1.8477439880371087e-06,9.238719940185548e-07,1.0538436339961157,0.3418978452682495,"[0.7224444879425896, 0.7506740291913351, 0.7401142915089926, 0.7577830619282193, 0.7598585221502516, 0.7604379852612814, 0.7731128268771701, 0.7704768511984084, 0.7783321605788337, 0.7732829650243124, 0.7833861046367221, 0.7801416781213548, 0.7881859408484565, 0.7850462330712212, 0.7814198798603482, 0.7904695272445679, 0.7895441850026449, 0.7931229538387723, 0.7931022644042969, 0.7965342534912957, 0.7911490466859605, 0.795115179485745, 0.788816339439816, 0.7945359349250793, 0.7963506248262193, 0.7937647700309753, 0.7836485438876681, 0.7845231625768874, 0.788517435391744, 0.7890147633022733, 0.7913093765576681, 0.7875600192281935, 0.7850425971878899, 0.7901518676016066, 0.8130970994631449, 0.7987578908602396, 0.7746287253167894, 0.7767469750510322, 0.7791786657439338, 0.7816318207316928, 0.7765151394738091, 0.7802204953299628, 0.7830828362041049, 0.7796251508924696, 0.7804315619998508, 0.7872612939940559, 0.7780932916535271, 0.7825141747792562, 0.7906499041451348, 0.7680218815803528]",0.3447654280397627,0.7090771661864387,0.0,50,0.3141754865646362,0.3693219125270843,5.554836273193359,1.0062930583953855,5
2025-02-16 10:44:49,attention_bs64_ld16_adam_lr0.0005_wd0.001_be0.3_co2.0_de0.5_cl0.5_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.5,0.3,1.0601542658276029,9.208917617797852e-06,2.762675285339356e-06,1.0601570285028885,0.3642301857471466,"[0.7215787039862739, 0.7390345335006714, 0.7455936868985494, 0.7577117946412828, 0.7574480838245816, 0.7647515932718912, 0.7714932097329034, 0.7695669730504354, 0.7710143526395162, 0.7778620653682284, 0.7749278280470107, 0.7730237378014458, 0.7749239736133151, 0.7738000286950005, 0.7755981153912015, 0.7741105159123739, 0.7756374345885383, 0.7776814235581292, 0.7764560315344069, 0.7722256912125481, 0.7779477834701538, 0.7837566137313843, 0.7710782885551453, 0.7866959638065762, 0.7833496597078111, 0.7808681660228305, 0.7874757846196493, 0.7809469434950087, 0.7809641824828254, 0.7865897615750631, 0.7838094830513, 0.7866794334517585, 0.7822826637162102, 0.7903636495272318, 0.7859484818246629, 0.7861661911010742, 0.7773146894243028, 0.7820924785402086, 0.7772034605344137, 0.7876283923784891, 0.780629489156935, 0.7830537557601929, 0.7844786114162869, 0.7790392504798042, 0.7883855766720242, 0.7888423601786295, 0.7895870010058085, 0.7901990082528856, 0.7967526912689209, 0.7933144039577908]",0.3391001489427354,0.7210539976755778,0.0,50,0.329034686088562,0.3894325494766235,5.574784278869629,1.0340644121170044,5
2025-02-16 10:59:15,attention_bs64_ld16_adam_lr0.0005_wd0.001_be0.7_co2.0_de0.5_cl0.5_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",2.0,0.5,0.5,0.7,1.1550093756781683,2.592802047729492e-06,1.8149614334106445e-06,1.1550111906396017,0.3435041308403015,"[0.6831264363394843, 0.7024684151013693, 0.7107816669676039, 0.7189716498057047, 0.7174093458387587, 0.7301229238510132, 0.7322830160458883, 0.7349876960118612, 0.7357942130830553, 0.7417920364273919, 0.7538447909884982, 0.7619539764192369, 0.7710223462846544, 0.7735254632102119, 0.7783609694904752, 0.7814457615216573, 0.7777404189109802, 0.7816712525155809, 0.7906486921840243, 0.7804017530547248, 0.7849434680408902, 0.793280389573839, 0.7930652101834615, 0.7867232163747152, 0.7881298926141527, 0.7962365878952874, 0.7933808432685004, 0.7917811274528503, 0.8028818368911743, 0.7976181970702277, 0.8009540173742506, 0.7944570779800415, 0.7873164349132113, 0.7970518800947402, 0.8026471998956468, 0.7886393533812629, 0.7918002804120382, 0.7953658501307169, 0.7917482256889343, 0.8024240268601311, 0.8010071118672689, 0.8118480973773532, 0.8149684932496812, 0.8146685626771715, 0.8173269761933221, 0.8147004379166497, 0.8229543235566881, 0.81942304637697, 0.8199187318483988, 0.817504366238912]",0.4516936904854244,0.7033156752586365,0.0,50,0.3175400793552398,0.376840740442276,5.49116849899292,1.0123964548110962,5
2025-02-16 12:03:01,attention_bs64_ld16_adam_lr0.0005_wd0.001_be0.7_co4.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",4.0,0.5,0.1,0.7,1.1623817814721005,2.682209014892578e-06,1.8775463104248045e-06,1.162383659018411,0.3556304275989532,"[0.7853178514374627, 0.7728841304779053, 0.7774374352561103, 0.7826200723648071, 0.7865875297122531, 0.7896798054377238, 0.7899130119217767, 0.79377414782842, 0.796323127216763, 0.7934657136599222, 0.7994490332073636, 0.799268881479899, 0.8080511689186096, 0.8026088608635796, 0.8014303710725572, 0.8020525640911527, 0.8115492131974962, 0.8044429487652249, 0.8092400762769911, 0.8075376219219632, 0.8112529118855795, 0.7970746954282125, 0.801749759250217, 0.7925997177759806, 0.8068085776435004, 0.7992860807312859, 0.8037519918547736, 0.8026939034461975, 0.7999487585491605, 0.8025173279974196, 0.8040650222036574, 0.8069755302535163, 0.8077507615089417, 0.7855382495456271, 0.7996515432993571, 0.8148547808329264, 0.8275390797191196, 0.814107080300649, 0.8136784897910224, 0.8193042145835029, 0.8192456430859036, 0.8270808789465163, 0.8255260255601671, 0.8186650143729316, 0.8332899345291985, 0.8257637355062697, 0.8209367526902093, 0.8274422287940979, 0.8180926111009386, 0.8263444105784098]",0.4333768155839708,0.729004959265391,0.0,50,0.3061129152774811,0.3929572403430938,5.546228885650635,1.009859323501587,5
2025-02-16 17:54:53,attention_desc_query_bs64_ld16_adam_lr0.0005_wd0.001_be0.5_co4.0_de0.5_cl0.1_tr0.001,64,16,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]",4.0,0.5,0.1,0.5,1.1656470563676622,8.404254913330078e-06,4.202127456665039e-06,1.1656512584951189,0.3559358119964599,"[0.7615102132161459, 0.7747232847743564, 0.787005345026652, 0.7878521548377143, 0.7828651732868619, 0.7861389716466268, 0.7941204508145651, 0.8009610772132874, 0.7911889420615302, 0.79469762245814, 0.7958595686488681, 0.8012795117166307, 0.7993959453370836, 0.7992684046427408, 0.7935550212860107, 0.8009692629178365, 0.775352782673306, 0.7762927545441521, 0.7695786952972412, 0.7811706728405423, 0.7816713915930854, 0.7814826236830817, 0.7764047649171617, 0.774640785323249, 0.7601917783419291, 0.7717235022121005, 0.797343201107449, 0.8061498403549194, 0.8045426607131958, 0.804726759592692, 0.8094052275021871, 0.8031743168830872, 0.7979390422503153, 0.8082831237051222, 0.8105737235811021, 0.8132390048768785, 0.809373570813073, 0.8026242984665765, 0.8074017100863986, 0.8050997654596964, 0.8004188934961954, 0.8145822882652283, 0.794208460383945, 0.8071744441986084, 0.8172948426670499, 0.8018483387099372, 0.8069734639591641, 0.7959779169824388, 0.8153996931182014, 0.8160526288880242]",0.4368131028281318,0.7288338409529792,0.0,50,0.3239656984806061,0.4089701771736145,5.583067893981934,1.0139354467391968,5
